Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,248.64999389648438,246.1999969482422,246.5,247.6999969482422,1413866.0,246.15061950683594
2020-01-02,249.89999389648438,246.35000610351562,246.60000610351562,248.3000030517578,1443966.0,246.7468719482422
2020-01-03,252.6999969482422,247.35000610351562,249.5,251.10000610351562,3381404.0,249.52935791015625
2020-01-06,254.4499969482422,250.14999389648438,251.0,252.14999389648438,4566695.0,250.57278442382812
2020-01-07,256.3500061035156,250.1999969482422,253.25,255.1999969482422,4402787.0,253.60369873046875
2020-01-08,256.1499938964844,252.5500030517578,254.0,254.8000030517578,2794410.0,253.20620727539062
2020-01-09,256.5,252.64999389648438,254.25,253.64999389648438,2495023.0,252.06338500976562
2020-01-10,255.1999969482422,251.0,253.9499969482422,251.75,2056577.0,250.17529296875
2020-01-13,257.8999938964844,252.85000610351562,254.0,254.8000030517578,6963599.0,253.20620727539062
2020-01-14,258.3500061035156,254.5500030517578,256.8500061035156,257.20001220703125,7296777.0,255.59121704101562
2020-01-15,256.0,246.60000610351562,254.0,248.25,10140451.0,246.69717407226562
2020-01-16,252.60000610351562,247.0,248.0,250.4499969482422,8811836.0,248.8834228515625
2020-01-17,253.89999389648438,249.64999389648438,252.0,251.10000610351562,4140818.0,249.52935791015625
2020-01-20,250.8000030517578,247.1999969482422,250.8000030517578,248.0,1908583.0,246.44874572753906
2020-01-21,248.1999969482422,246.0,247.89999389648438,247.10000610351562,1507942.0,245.5543670654297
2020-01-22,251.9499969482422,245.39999389648438,248.60000610351562,245.85000610351562,3400424.0,244.31219482421875
2020-01-23,249.10000610351562,245.35000610351562,246.4499969482422,248.6999969482422,1696544.0,247.1443634033203
2020-01-24,249.4499969482422,246.25,248.64999389648438,247.60000610351562,1710777.0,247.0446014404297
2020-01-27,247.89999389648438,244.75,247.89999389648438,245.35000610351562,1653497.0,244.79965209960938
2020-01-28,246.10000610351562,241.8000030517578,245.89999389648438,244.0500030517578,2136181.0,243.5025634765625
2020-01-29,247.39999389648438,243.25,244.60000610351562,246.75,2004689.0,246.19650268554688
2020-01-30,247.60000610351562,240.1999969482422,247.60000610351562,240.6999969482422,2147465.0,240.16006469726562
2020-01-31,239.14999389648438,235.0,238.0,236.8000030517578,5553638.0,236.26882934570312
2020-02-03,240.14999389648438,235.25,237.6999969482422,237.39999389648438,4231830.0,236.86746215820312
2020-02-04,241.25,237.89999389648438,239.0,240.25,3164756.0,239.71107482910156
2020-02-05,243.0,237.3000030517578,241.60000610351562,242.25,3875603.0,241.7065887451172
2020-02-06,245.9499969482422,241.64999389648438,242.75,243.64999389648438,3056198.0,243.10345458984375
2020-02-07,247.0,242.9499969482422,247.0,243.9499969482422,2759512.0,243.40277099609375
2020-02-10,245.64999389648438,239.4499969482422,245.39999389648438,240.89999389648438,2258996.0,240.359619140625
2020-02-11,242.89999389648438,239.8000030517578,240.5500030517578,241.25,2730310.0,240.70883178710938
2020-02-12,247.14999389648438,241.6999969482422,241.6999969482422,244.4499969482422,3419400.0,243.9016571044922
2020-02-13,245.8000030517578,242.5,245.8000030517578,243.75,2414955.0,243.20323181152344
2020-02-14,245.35000610351562,242.0,243.8000030517578,242.89999389648438,1809793.0,242.35513305664062
2020-02-17,245.0,241.9499969482422,242.89999389648438,243.8000030517578,1017778.0,243.25311279296875
2020-02-18,244.85000610351562,241.25,243.75,244.0500030517578,1252637.0,243.5025634765625
2020-02-19,248.35000610351562,244.5,244.5,247.60000610351562,1785384.0,247.0446014404297
2020-02-20,248.5500030517578,245.10000610351562,248.0,245.6999969482422,2120807.0,245.1488494873047
2020-02-24,247.8000030517578,242.39999389648438,245.0,244.1999969482422,3521975.0,243.6522216796875
2020-02-25,246.64999389648438,242.4499969482422,244.14999389648438,244.10000610351562,2529786.0,243.5524444580078
2020-02-26,243.4499969482422,238.39999389648438,243.0500030517578,239.89999389648438,3994194.0,239.3618621826172
2020-02-27,238.9499969482422,230.5,238.9499969482422,231.60000610351562,4866814.0,231.0804901123047
2020-02-28,229.5,219.6999969482422,228.5,221.4499969482422,5637309.0,220.9532470703125
2020-03-02,227.0,218.39999389648438,225.8000030517578,220.8000030517578,5766175.0,220.30471801757812
2020-03-03,225.8000030517578,220.60000610351562,224.0,223.6999969482422,5173113.0,223.1981964111328
2020-03-04,229.75,222.4499969482422,224.89999389648438,228.85000610351562,4518178.0,228.33665466308594
2020-03-05,233.89999389648438,228.64999389648438,229.0500030517578,229.6999969482422,2970778.0,229.1847381591797
2020-03-06,226.0,222.5500030517578,225.0,223.5500030517578,2934283.0,223.0485382080078
2020-03-09,221.0,213.0,220.1999969482422,214.39999389648438,8731114.0,213.9190673828125
2020-03-11,214.39999389648438,203.6999969482422,203.6999969482422,213.10000610351562,6135166.0,212.6219940185547
2020-03-12,206.9499969482422,197.5,204.0,199.10000610351562,5382005.0,198.6533966064453
2020-03-13,204.4499969482422,169.25,199.0,197.39999389648438,6521598.0,196.9571990966797
2020-03-16,193.9499969482422,178.5500030517578,193.9499969482422,179.75,5600574.0,179.34678649902344
2020-03-17,185.5500030517578,170.75,178.5500030517578,173.10000610351562,6087687.0,172.7117156982422
2020-03-18,178.5,168.5,176.6999969482422,169.9499969482422,6366599.0,169.5687713623047
2020-03-19,171.35000610351562,159.39999389648438,165.0,162.35000610351562,5990086.0,161.98582458496094
2020-03-20,185.8000030517578,162.5,163.10000610351562,179.1999969482422,10159745.0,178.7980194091797
2020-03-23,177.0,165.0,165.0,170.14999389648438,5360393.0,169.76832580566406
2020-03-24,181.75,168.0500030517578,168.5,176.35000610351562,6030781.0,175.9544219970703
2020-03-25,188.0,170.1999969482422,177.39999389648438,174.64999389648438,6728146.0,174.2582244873047
2020-03-26,186.8000030517578,172.5,176.9499969482422,182.60000610351562,5123845.0,182.19039916992188
2020-03-27,189.5,181.5,183.14999389648438,183.5,6767560.0,183.08837890625
2020-03-30,187.39999389648438,179.35000610351562,181.10000610351562,184.14999389648438,3667402.0,183.73692321777344
2020-03-31,199.8000030517578,185.64999389648438,187.0,196.6999969482422,5307626.0,196.25877380371094
2020-04-01,195.6999969482422,187.0,195.6999969482422,189.5,4937834.0,189.07492065429688
2020-04-03,189.60000610351562,177.75,188.0,180.0,6573737.0,179.5962371826172
2020-04-07,192.6999969482422,183.0500030517578,188.25,191.89999389648438,4781431.0,191.4695281982422
2020-04-08,200.0,188.8000030517578,191.5,192.89999389648438,5137654.0,192.46728515625
2020-04-09,202.9499969482422,195.0500030517578,198.39999389648438,196.6999969482422,3465173.0,196.25877380371094
2020-04-13,198.0,182.89999389648438,198.0,189.1999969482422,6192188.0,188.7755889892578
2020-04-15,193.60000610351562,185.8000030517578,190.0500030517578,186.5500030517578,11326003.0,186.1315460205078
2020-04-16,189.75,180.0,180.0,187.85000610351562,21690423.0,187.4286346435547
2020-04-17,193.75,185.5500030517578,192.5,187.0,6606447.0,186.58053588867188
2020-04-20,189.0,180.14999389648438,189.0,181.10000610351562,8101513.0,180.6937713623047
2020-04-21,179.89999389648438,173.8000030517578,179.0,178.0500030517578,9043309.0,177.65060424804688
2020-04-22,179.5,175.0500030517578,177.0,178.5500030517578,5310949.0,178.1494903564453
