Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,740.0,732.5499877929688,735.0,736.8499755859375,2112415.0,719.2280883789062
2020-01-02,740.7999877929688,730.9000244140625,738.9000244140625,734.7000122070312,5658200.0,717.1295776367188
2020-01-03,748.0,733.9000244140625,733.9000244140625,746.0,7882938.0,728.1593017578125
2020-01-06,753.7999877929688,736.5,746.0999755859375,738.8499755859375,6519403.0,721.1802978515625
2020-01-07,742.5999755859375,725.0999755859375,738.0,727.9000244140625,7899363.0,710.4921875
2020-01-08,729.0,708.2999877929688,724.9500122070312,718.2000122070312,8639443.0,701.024169921875
2020-01-09,731.5,714.2999877929688,721.7000122070312,727.5499877929688,13521186.0,710.1505126953125
2020-01-10,742.9000244140625,730.5,740.4500122070312,738.1500244140625,9341405.0,720.4970703125
2020-01-13,777.5,755.0,760.0,773.5499877929688,36952038.0,755.0504150390625
2020-01-14,776.9500122070312,767.2000122070312,769.9500122070312,775.6500244140625,11414418.0,757.1002807617188
2020-01-15,773.8499755859375,762.1500244140625,773.8499755859375,767.5499877929688,6047430.0,749.1939086914062
2020-01-16,772.5,760.25,770.7000122070312,767.0,5740586.0,748.6571044921875
2020-01-17,772.9000244140625,762.25,770.7000122070312,767.8499755859375,3762957.0,749.4867553710938
2020-01-20,774.4000244140625,762.9500122070312,771.5999755859375,768.4500122070312,3887680.0,750.0723876953125
2020-01-21,770.5,760.75,768.4500122070312,762.5,4448374.0,744.2647094726562
2020-01-22,778.0,766.0,768.4500122070312,770.2000122070312,9733935.0,751.7805786132812
2020-01-23,785.5,776.7000122070312,777.0999755859375,784.3499755859375,12528017.0,765.5921630859375
2020-01-24,786.5,773.5999755859375,775.75,782.75,7540490.0,764.0304565429688
2020-01-27,784.7999877929688,774.4000244140625,779.0499877929688,778.0999755859375,3741610.0,759.4916381835938
2020-01-28,781.7999877929688,772.0,781.0,778.0,5121009.0,759.39404296875
2020-01-29,792.7999877929688,784.25,786.5999755859375,789.7000122070312,6832757.0,770.8142700195312
2020-01-30,789.7000122070312,778.0,789.7000122070312,780.7000122070312,3859680.0,762.0294799804688
